external_id,baslik,Karar,Gerekce,mevcut_kategori,oneri_kategori,knn_oneri,oncelik,risk_skoru,glosh_skoru,hdbscan_kume,knn_baskinlik,tam_kategori_yollari,oneri_yol,label_sim_fark,knn_impurity,ortak_agac_derinligi,supheli_mi
1348130,Degrade Adli Örnekler için Mitokondriyal DNA Amplifikasyon ve Dizileme Stratejisi Geliştirme: Deneysel Çalışma,TP-2,"İleri derecede degrade olmuş adli iskelet kalıntılarında mitokondriyal DNA (mtDNA) analizi ve kimliklendirme için midi/mini multipleks PCR primer setlerinin geliştirildiği ve dizi analizinin yapıldığı doğrudan bir adli tıp, moleküler biyoloji ve adli genetik araştırmasıdır; mevcut 'Adli Tıp, Biyokimya ve Moleküler Biyoloji' etiketlerinin korunması gerekirken mtDNA amplifikasyonu ve genetik dizileme boyutu için Genetik ve Kalıtım alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Adli Tıp, Biyokimya ve Moleküler Biyoloji",Genetik ve Kalıtım,Genetik ve Kalıtım,YÜKSEK (Farklı Alt Alan),0.4738103758351955,0.9565805359907756,-1,0.3,Fen > Tıp > Adli Tıp | Fen > Tıp > Biyokimya ve Moleküler Biyoloji,Fen > Temel Bilimler > Genetik ve Kalıtım,0.0990435481071472,0.5,1,1
1402575,Fonksiyonel Epifora mı Yoksa Disfonksiyonel Epifora mı? Rafine Bir Terminoloji İçin Hatırlatma,FP-1,"Oftalmolojide gözyaşı drenaj sistemi ve aşırı gözyaşı akması durumunu ifade eden 'epifora' (fonksiyonel/disfonksiyonel) klinik terminolojisinin tartışıldığı doğrudan bir göz hastalıkları (oftalmoloji) çalışmasıdır; çalışmada denizcilik veya gemi mühendisliği kesinlikle bulunmayıp modelin 'Mühendislik, Deniz' önerisi tamamen absürt bir model yanılgısıdır (FP-1), k-NN'in 'Dil ve Dil Bilim' önerisi ise başlıktaki 'terminoloji' kelimesinden kaynaklanan bir kelime tuzağıdır. Mevcut 'Göz Hastalıkları' etiketi tam ve doğrudur.",Göz Hastalıkları,"Mühendislik, Deniz",Dil ve Dil Bilim,YÜKSEK (Farklı Alt Alan),0.473654118180275,0.0,78,0.6,Fen > Tıp > Göz Hastalıkları,"Fen > Mühendislik > Mühendislik, Deniz",0.2104403376579284,1.0,1,1
1387550,Tıpta uzmanlık eğitimi programlarının değerlendirilmesi: Nitel doküman analizi,TP-2,"Veri tabanında ""Eğitim, Sağlık Hizmetleri"" etiketleri yer almaktadır; asistan hekimlerin uzmanlık eğitimi ve mesleki etik yetkinlikleri incelendiğinden Tıbbi Etik / Tıp Eğitimi ikincil etiket olarak eklenmelidir.","Eğitim, Eğitim Araştırmaları, Sağlık Politikaları ve Hizmetleri",Tıbbi Etik,Sağlık Bilimleri ve Hizmetleri,KRİTİK (Farklı Ana Disiplin),0.4732930282628468,0.4949747828149526,-1,0.3,"Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları | Sosyal > Sosyal > Sağlık Politikaları ve Hizmetleri",Fen > Tıp > Tıbbi Etik,0.1987123787403106,0.7,0,1
1404126,Predictive Value of Panoramic Referral Signs for Inferior Alveolar Canal Contact in Impacted Mandibular Third Molars,FP-1,"Gömülü alt üçüncü molar (20'lik) dişlerin mandibular kanal (inferior alveolar sinir kanalı) ile temasının panoramik radyografi bulguları ve KIBT (CBCT) görüntülemeleri üzerinden retrospektif olarak incelendiği doğrudan bir ağız, diş ve çene radyolojisi / diş hekimliği araştırmasıdır; çalışmada kulak burun boğaz hastalıkları bulunmayıp modelin 'Kulak, Burun, Boğaz' önerisi baş-boyun/çene anatomisinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Diş Hekimliği' etiketi eksiksiz ve doğrudur.",Diş Hekimliği,"Kulak, Burun, Boğaz",Diş Hekimliği,YÜKSEK (Farklı Alt Alan),0.4721725150668581,0.6955713861083822,-1,0.4,Fen > Diş Hekimliği > Diş Hekimliği,"Fen > Tıp > Kulak, Burun, Boğaz",0.1665133386850357,0.6,1,1
1433876,Düşük Doz Gama Radyasyon Priming Uygulamasının Gazalboynuzu (Lotus Corniculatus L.) Üzerine Etkisi,FP-1,"Gazalboynuzu (Lotus corniculatus L.) tohumlarında gama radyasyonu priming uygulamasının çimlenme, morfo-fizyolojik gelişim, antioksidan enzim aktiviteleri (CAT, SOD, APX) ve klorofil içeriği üzerindeki etkilerinin incelendiği doğrudan bir bitki fizyolojisi, tohum bilimi ve ziraat araştırmasıdır; çalışmada klinik tıp, insan sağlığı, hasta radyoterapisi veya tıbbi görüntüleme kesinlikle bulunmayıp modelin 'Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme' önerisi tohum ışınlamasında geçen 'gama radyasyon' teriminden kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut 'Bitki Bilimleri' etiketi eksiksiz ve tamdır.",Bitki Bilimleri,"Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",Fizik,YÜKSEK (Farklı Alt Alan),0.471877939883524,0.4486898667957535,26,0.5,Fen > Ziraat > Bitki Bilimleri,"Fen > Tıp > Radyoloji, Nükleer Tıp, Tıbbi Görüntüleme",0.1134442090988159,0.8,1,1
1382585,"ANALYSIS OF LIQUEFACTION POTENTIAL OF SOILS BY OBJECT ORIENTED COMPUTER SOFTWARE: 6TH OF FEBRUARY, 2023 KAHRAMANMARAŞ EARTHQUAKE CASE",FP-1,"6 Şubat 2023 Kahramanmaraş depremleri bağlamında zemin sıvılaşma potansiyelinin TBDY-2018 ve Standart Penetrasyon Testi (SPT) verileri doğrultusunda MATLAB nesne yönelimli yazılımla hesaplandığı doğrudan bir inşaat mühendisliği (geoteknik/zemin mekaniği/deprem) ve yazılım mühendisliği araştırmasıdır; çalışmada tarımsal ziraat veya toprak verimliliği bulunmayıp modelin 'Ziraat, Toprak Bilimi' önerisi geoteknik 'soil/zemin' teriminin tarımsal toprakla karıştırılmasından kaynaklanan bariz bir kelime tuzağı ve model yanılgısıdır (FP-1).","Bilgisayar Bilimleri, Yazılım Mühendisliği, Çevre Mühendisliği","Ziraat, Toprak Bilimi",Mühendislik,YÜKSEK (Farklı Alt Alan),0.4712970918595593,0.2846597016572161,186,0.4,"Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği | Fen > Mühendislik > Çevre Mühendisliği","Fen > Ziraat > Ziraat, Toprak Bilimi",0.1146633327007293,0.9,1,1
1246527,İyonküredeki Ordinari Dalganın Grup ve Faz Hızı; Tam Çözüm ve Sayısal Analizler,TP-1,"İyonosfer plazmasında (E ve F katmanları) elektromanyetik ordinari dalgaların faz ve grup hızlarının tam analitik çözümü, sayısal analizi ve mevsimsel/günlük değişimlerinin incelendiği doğrudan bir üst atmosfer fiziği, iyonosfer fiziği ve uzay havası araştırmasıdır; çalışmada çekirdek fiziği veya radyoaktivite bulunmayıp mevcut 'Fizik, Nükleer' etiketi hatalıdır. Modelin önerdiği 'Meteoroloji ve Atmosferik Bilimler' (üst atmosfer fiziği) alanı çalışmanın asıl disiplini olup kategori düzeltilerek bu alana aktarılmalı/zenginleştirilmelidir (TP-1 / TP-2).","Fizik, Nükleer",Meteoroloji ve Atmosferik Bilimler,Fizik,YÜKSEK (Farklı Alt Alan),0.4709778478482493,0.9522373162663492,-1,0.4,"Fen > Temel Bilimler > Fizik, Nükleer",Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,0.0940529108047485,0.5,1,1
1400629,İYİLEŞTİRİLMİŞ BİR MESAFE YAKLAŞIMI KULLANILARAK DOĞRUSAL DİPOL DİZİ ANTENLERİN SAYISAL ANALİZİ,FP-1,"Doğrusal dipol dizi antenlerin uzak alan sınırına yakın bölgelerdeki analiz doğruluğunu artırmak amacıyla geliştirilen alternatif mesafe yaklaşımının ve elektromanyetik alan hesaplamalarının incelendiği doğrudan bir elektrik-elektronik mühendisliği ve telekomünikasyon araştırmasıdır; çalışmada olasılık kuramı veya istatistiksel modeller bulunmayıp modelin 'İstatistik ve Olasılık' önerisi özet metnindeki 'sayısal analiz' ifadesinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Mühendislik, Elektrik ve Elektronik, Telekomünikasyon' kategorisi eksiksiz ve doğrudur.","Mühendislik, Elektrik ve Elektronik, Telekomünikasyon",İstatistik ve Olasılık,Bilgisayar Bilimleri,YÜKSEK (Farklı Alt Alan),0.4709127310783647,0.924280579436216,-1,0.4,"Fen > Mühendislik > Mühendislik, Elektrik ve Elektronik | Fen > Mühendislik > Telekomünikasyon",Fen > Temel Bilimler > İstatistik ve Olasılık,0.1138359606266021,0.5,1,1
1361742,Ceviz matriksinde Gaz Kromotografisi – Kütle Spektrometresi (GC-MS/MS) İle Etilen Oksit Kalıntılarının Tespiti İçin Metot Optimizasyonu,TP-2,"Ceviz gıda matriksinde etilen oksit ve 2-kloroetanol fumigasyon/pestisit kalıntılarının QuEChERS ekstraksiyonu ve GC-MS/MS ile tayinine yönelik SANTE yönergelerine uygun metot optimizasyonu ve validasyonunun yapıldığı doğrudan bir analitik kimya ve gıda güvenliği/bilimi araştırmasıdır; mevcut kategorideki 'Matematik' etiketi sistemsel gürültüdür. Analitik Kimya omurgasının korunması gerekirken gıda matriksi, kalıntı ve gıda güvenliği boyutu için Gıda Bilimi ve Teknolojisi alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Kimya, Analitik, Matematik",Gıda Bilimi ve Teknolojisi,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.4682704835370419,0.9225895044148912,-1,0.5,"Fen > Temel Bilimler > Kimya, Analitik | Fen > Temel Bilimler > Matematik",Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,0.1074945926666259,0.5,1,1
1379866,Bir Köpekte Postoperatif Pin Yolu Enfeksiyonunda Çoklu İlaç Dirençli Staphylococcus pseudintermedius'a Karşı Elektrolize Tuzlu Suyun Etkinliği: In Vitro ve Klinik Validasyon ile Desteklenen İn-Situ Araştırma,TP-2,"Köpekte ortopedik cerrahi sonrası gelişen çoklu ilaç dirençli Staphylococcus pseudintermedius pin yolu enfeksiyonunda elektrolize tuzlu suyun antimikrobiyal etkinliğinin in vitro ve klinik olarak incelendiği doğrudan bir veteriner klinik mikrobiyolojisi ve enfeksiyon araştırmasıdır; mevcut kategorideki 'Toksikoloji, Parazitoloji' etiketleri hatalı gürültüdür. Veterinerlik omurgasının korunması gerekirken bakteriyel patojen, antibiyotik direnci ve yara enfeksiyonu boyutu için modelin ve k-NN'in isabetle önerdiği Enfeksiyon Hastalıkları (Veteriner Mikrobiyoloji/Enfeksiyon) alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Toksikoloji, Parazitoloji, Veterinerlik",Enfeksiyon Hastalıkları,Enfeksiyon Hastalıkları,YÜKSEK (Farklı Alt Alan),0.468095772313102,0.6115384520968755,269,0.4,Fen > Eczacılık > Toksikoloji | Fen > Temel Bilimler > Parazitoloji | Fen > Veterinerlik > Veterinerlik,Fen > Tıp > Enfeksiyon Hastalıkları,0.100603312253952,0.7,1,1
1450356,Investigation of the Nutritional Content and Salt Presence of Chickpea Straw Used as an Alternative Roughage in Ruminant Feeding,FP-1,"Ruminant hayvan beslemede alternatif kaba yem olarak kullanılan nohut samanının besin madde kompozisyonu, lif fraksiyonları (NDF, ADF, ADL), rumen parçalanabilirlik düzeyleri ve metabolik enerji değerlerinin incelendiği doğrudan bir hayvan besleme, zootekni ve veterinerlik araştırmasıdır; çalışmada insan gıdası veya gıda işleme teknolojisi kesinlikle bulunmayıp modelin ve k-NN'in 'Gıda Bilimi ve Teknolojisi' önerisi nohut samanı ve besin içeriği terimlerinden kaynaklanan klasik bir yem/gıda kavram karmaşası ve model yanılgısıdır (FP-1). Mevcut 'Veterinerlik, Ziraat Mühendisliği' etiketleri kusursuz ve tamdır.","Veterinerlik, Ziraat Mühendisliği",Gıda Bilimi ve Teknolojisi,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.4673286598653114,0.6829748879792359,-1,0.4,Fen > Veterinerlik > Veterinerlik | Fen > Ziraat > Ziraat Mühendisliği,Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,0.1616712510585785,0.6,1,1
1399053,Tedarik Zinciri Finansmanı Çözümlerinin Verim ve Teslimat Süresi Belirsizliği Altında Ürün Planlamasına Etkisi,TP-2,"Sermaye kısıtı altındaki üretim sistemlerinde tedarik zinciri finansmanı yöntemlerinin (APD, Banka Kredisi, Ters Faktoring, BPOF) stokastik optimizasyon ve DC programlama ile modellendiği doğrudan bir endüstri mühendisliği, yöneylem araştırması ve finansal iktisat çalışmasıdır; çalışmada tarım veya tarım politikası bulunmayıp modelin 'Tarımsal Ekonomi ve Politika' önerisi endüstriyel üretim terminolojisindeki 'verim (yield)' teriminden kaynaklanan klasik bir kelime tuzağı ve model yanılgısıdır (FP-1). Mevcut Endüstri Mühendisliği kategorisinin korunması gerekirken iktisadi/finansal analiz boyutu için k-NN'in isabetle önerdiği İktisat alanı ikincil etiket olarak eklenebilir (TP-2 melez çalışma).","Endüstri Mühendisliği, Mühendislik, Makine",Tarımsal Ekonomi ve Politika,İktisat,YÜKSEK (Farklı Alt Alan),0.467160467197988,0.6042000615219023,177,0.4,"Fen > Mühendislik > Endüstri Mühendisliği | Fen > Mühendislik > Mühendislik, Makine",Fen > Ziraat > Tarımsal Ekonomi ve Politika,0.1031727194786071,0.7,1,1
1453881,EFFECT OF NATURAL DEEP EUTECTIC SOLVENTS ON ANTIOXIDANT AND PHENOLIC PROFILES OF TURKISH COFFEE,FP-1,"Türk kahvesindeki fenolik bileşiklerin ve antioksidan kapasitesinin doğal derin ötektik çözücüler (NADES) ve ultrason destekli ekstraksiyon yöntemiyle belirlendiği doğrudan bir gıda kimyası, gıda analitiği ve gıda teknolojisi araştırmasıdır; çalışmada zehirlenme, sitotoksisite veya toksikolojik analiz bulunmayıp modelin 'Toksikoloji' önerisi tamamen temelsiz bir model yanılgısıdır (FP-1). Mevcut 'Gıda Bilimi ve Teknolojisi' etiketi kusursuz ve tamdır.",Gıda Bilimi ve Teknolojisi,Toksikoloji,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.4650178165974666,0.703812727428456,-1,0.4,Fen > Mühendislik > Gıda Bilimi ve Teknolojisi,Fen > Eczacılık > Toksikoloji,0.1401846706867218,0.6,1,1
1406778,Dijital hazırlık performans değerlendirmesi: Bütünleşik LOGSTA-AROMAN yaklaşımı uygulaması,TP-2,Veri tabanında sadece işletme etiketleri bulunmaktadır; işletmelerin endüstri 4.0 ve dijitalleşme hazırlık düzeyinin analizi Telekomünikasyon/Bilişim ile disiplinlerarasıdır.,"İşletme, İşletme Finans",Telekomünikasyon,Bilgisayar Bilimleri,KRİTİK (Farklı Ana Disiplin),0.4639653285104705,0.766439084513455,-1,0.4,Sosyal > Sosyal > İşletme | Sosyal > Sosyal > İşletme Finans,Fen > Mühendislik > Telekomünikasyon,0.0924444496631622,0.6,0,1
1451275,Unveiling the diversity within Salvia caespitosa sensu lato (Lamiaceae): threeUnveiling the diversity within Salvia caespitosa sensu lato (Lamiaceae): three new “hidden” endemic species from Türkiyenew “hidden” endemic species from Türkiye,TP-2,"Türkiye florasındaki Salvia (adaçayı) cinsine ait Salvia caespitosa kompleksinin morfolojik, mikromorfolojik ve moleküler filogenetik verilerle revize edilerek 3 yeni endemik türün tanımlandığı, teşhis anahtarı ve IUCN Kırmızı Liste tehlike kategorilerinin belirlendiği doğrudan bir botanik taksonomisi, bitki sistematiği ve biyoçeşitlilik araştırmasıdır; mevcut 'Bitki Bilimleri' (botanik) omurgasının korunması gerekirken endemik taksonların dokümantasyonu, biyoçeşitlilik ve IUCN koruma statüsü boyutu için modelin önerdiği Biyoloji Çeşitliliğinin Korunması alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).",Bitki Bilimleri,Biyoloji Çeşitliliğinin Korunması,Biyoloji,YÜKSEK (Farklı Alt Alan),0.4628468338035523,0.5568240107627628,-1,0.5,Fen > Ziraat > Bitki Bilimleri,Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,0.1246880888938903,0.7,1,1
1389940,"Görele Çayı, Yalakoda Deresi ve Acısu Deresi Havzalarında Taşkın Duyarlılığının Morfometrik Yöntemlerle Değerlendirilmesi",TP-2,"Veri tabanında ""Coğrafya, Çevre"" etiketleri bulunmaktadır; dere havzalarında taşkın duyarlılığının morfometri ve CBS ile analizi Mühendislik/Jeoloji ve Hidroloji kesişimidir.","Coğrafya, Çevre Çalışmaları","Mühendislik, Jeoloji",Meteoroloji ve Atmosferik Bilimler,KRİTİK (Farklı Ana Disiplin),0.4623564143081935,0.8538206712803968,-1,0.3,Sosyal > Sosyal > Coğrafya | Sosyal > Sosyal > Çevre Çalışmaları,"Fen > Mühendislik > Mühendislik, Jeoloji",0.1397178471088409,0.5,0,1
1322426,Coğrafi Özelliklerin Yaşlı Bireylerin Gündelik Yaşamları Üzerine Etkileri,TP-2,"Giresun ilindeki coğrafi özelliklerin (topoğrafik eğim, ulaşım, kırsal/kentsel yaşam) 65-89 yaş grubu yaşlı bireylerin mekân tercihleri, gündelik yaşam aktiviteleri ve yerinde yaşlanma süreçleri üzerindeki etkilerinin fenomenolojik yöntemle incelendiği doğrudan bir beşeri/sosyal coğrafya ve sosyal gerontoloji araştırmasıdır; mevcut kategoride yer alan 'Optik' ve 'Eğitim, Eğitim Araştırmaları' etiketleri sistemsel çöp veridir. Coğrafya omurgasının korunması gerekirken yaşlılık çalışmaları ve gerontolojik bağlam için modelin ve k-NN'in isabetle önerdiği Geriatri ve Gerontoloji alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Optik, Coğrafya, Eğitim, Eğitim Araştırmaları",Geriatri ve Gerontoloji,Geriatri ve Gerontoloji,YÜKSEK (Farklı Alt Alan),0.461882883310318,0.0,40,0.5,"Fen > Temel Bilimler > Optik | Sosyal > Sosyal > Coğrafya | Sosyal > Sosyal > Eğitim, Eğitim Araştırmaları",Fen > Tıp > Geriatri ve Gerontoloji,0.1768082380294799,1.0,1,1
1398625,ENSTRÜMAN YAPIMINDA YENİLİKÇİ ÇÖZÜMLER: KAFASIZ KONTRBAS TASARIMI VE AKORT SİSTEMİ,TP-2,"Spektral analiz, empedans ve frekans tabanlı akustik mühendisliği ve enstrüman yapım çalışması.","Müzik, Sanat",Akustik,Akustik,KRİTİK (Farklı Ana Disiplin),0.461853255033493,0.0,35,0.4,Sosyal > Sosyal > Müzik | Sosyal > Sosyal > Sanat,Fen > Temel Bilimler > Akustik,0.4052950143814087,0.8,0,1
1220041,Model Kompanzasyonlu Birinci Derece İstatistikleri ile i-vektörlerin Gürbüzlüğünün Artırılması,TP-1,"Konuşmacı tanıma sistemlerinde i-vektör çıkarımı, paralel model kompanzasyonu ve sinyal gürültü oranı (SNR) testleriyle ses ve örüntü tanıma performansının artırılmasını konu alan doğrudan bir yapay zeka, ses işleme ve bilgisayar bilimleri araştırmasıdır; çalışmada zooloji veya ornitoloji bulunmayıp mevcut 'Kuş Bilimi' etiketi tamamen sistemsel bir sınıflandırma hatasıdır. Modelin önerdiği 'Bilgisayar Bilimleri, Yapay Zeka' kategorisi doğru olup makale bu alana aktarılmalıdır (TP-1 kategori değişimi).",Kuş Bilimi,"Bilgisayar Bilimleri, Yapay Zeka",Bilgisayar Bilimleri,YÜKSEK (Farklı Alt Alan),0.4608681581914425,0.0,32,0.7,Fen > Temel Bilimler > Kuş Bilimi,"Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",0.1739090234041214,1.0,1,1
1395578,Tüketicilerin Su Tasarruflu Ürün Satın Alma Niyetlerinin ve Su Tüketim Davranışlarının Öncüllerinin İncelenmesi,TP-2,"Veri tabanında ""Çevre, İşletme"" etiketleri verilmiştir; kentsel su tasarrufu tüketim davranışı ve sürdürülebilir su yönetimi Su Kaynakları ikincil alanı ile tamamlanmalıdır.","Çevre Çalışmaları, İşletme",Su Kaynakları,Su Kaynakları,KRİTİK (Farklı Ana Disiplin),0.4600453078746795,0.0,259,0.4,Sosyal > Sosyal > Çevre Çalışmaları | Sosyal > Sosyal > İşletme,Fen > Temel Bilimler > Su Kaynakları,0.1715580224990844,1.0,0,1
1227381,NEMATİK SIVI KRİSTALE V2O5 NANOPARÇACIK KATKILANDIRILMASI İLE DİELEKTRİK DAVRANIŞININ İNCELENMESİ,TP-2,"Nematik sıvı kristale (E7) vanadyum pentaoksit (V2O5) nanoparçacık katkılanarak hazırlanan nanokompozit numunelerin frekansa ve voltaja bağlı dielektrik relaksasyon davranışlarının, Cole-Cole analizlerinin ve empedans spektroskopisinin incelendiği doğrudan bir katı hal fiziği, fizikokimya ve nanoteknoloji araştırmasıdır; mevcut 'Fizik, Katı Hal, Fizik, Uygulamalı, Fizikokimya' etiketlerinin korunması gerekirken nanoparçacık katkılama ve nanomalzeme karakterizasyonu boyutu için Nanobilim ve Nanoteknoloji alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Fizik, Katı Hal, Fizik, Uygulamalı, Fizikokimya",Nanobilim ve Nanoteknoloji,Malzeme Bilimleri,YÜKSEK (Farklı Alt Alan),0.4600405480194247,0.3369302386952068,-1,0.4,"Fen > Temel Bilimler > Fizik, Katı Hal | Fen > Temel Bilimler > Fizik, Uygulamalı | Fen > Temel Bilimler > Fizikokimya",Fen > Mühendislik > Nanobilim ve Nanoteknoloji,0.1594513952732086,0.8,1,1
1348713,Maluliyet Olgularında İyileşme İçin Beklenen Sürenin Maluliyet Oranına Etkisi: Retrospektif Bir Çalışma,TP-2,"Veri tabanında yalnızca klinik ""Adli Tıp"" etiketi bulunmaktadır; maluliyet raporlarının hukuki tazminat ve ceza davalarındaki iyileşme süresi analizi Hukuk ve Ceza Bilimi ile disiplinlerarasıdır.",Adli Tıp,Kriminoloji ve Ceza Bilimi,Hukuk,KRİTİK (Farklı Ana Disiplin),0.4584118171631826,0.5600784167049458,-1,0.3,Fen > Tıp > Adli Tıp,Sosyal > Sosyal > Kriminoloji ve Ceza Bilimi,0.1096920371055603,0.7,0,1
1358746,TYGS ile Tüm Genom Analizi Azotobacter Türlerini Pseudomonas Kladina Ayrı Bir Grup Olarak Tayin Etmektedir,TP-2,"Azotobacter ve Pseudomonas cinsi toprak bakterilerinin 16S rDNA ve TYGS tabanlı tüm genom dizileme verileriyle filogenetik ilişkilerinin, klad yapısının ve taksonomik sınıflandırmasının incelendiği doğrudan bir mikrobiyoloji, bakteriyoloji ve moleküler filogeni araştırmasıdır; mevcut kategoride yer alan 'Mantık' etiketi sistemsel çöp veridir. Biyoloji omurgasının korunması gerekirken mikrobiyal taksonomi ve bakteriyoloji boyutu için modelin isabetle önerdiği Mikrobiyoloji alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Biyoloji, Mantık",Mikrobiyoloji,Biyoloji,YÜKSEK (Farklı Alt Alan),0.4576701501482374,0.8575945713017966,-1,0.4,Fen > Temel Bilimler > Biyoloji | Sosyal > Sosyal > Mantık,Fen > Tıp > Mikrobiyoloji,0.1236328780651092,0.5,1,1
1366992,Effect of Two Different Blueberry (Vaccinium Corymbosum L.) Juice Processing Methods on Polyphenolic and Anthocyanin Contents,TP-1,"Yaban mersini (Vaccinium corymbosum L.) meyve suyu üretiminde farklı işleme yöntemlerinin (presleme, maserasyon, enzim uygulaması, pastörizasyon) antosiyanin içeriği, polifenolik bileşenler, renk ve antioksidan kapasite üzerindeki etkilerinin incelendiği doğrudan bir gıda işleme teknolojisi, meyve suyu mühendisliği ve gıda kimyası araştırmasıdır; çalışmada toprak kimyası veya ziraat bulunmadığı gibi tropikal hastalıklar da kesinlikle bulunmamaktadır. Modelin 'Tropik Tıp' önerisi temelsiz bir model yanılgısıdır (FP-1); k-NN'in isabetle tespit ettiği 'Gıda Bilimi ve Teknolojisi' alanı çalışmanın asıl disiplini olup hatalı kategori bu alana aktarılmalıdır (TP-1 kategori değişimi).","Ziraat, Toprak Bilimi",Tropik Tıp,Gıda Bilimi ve Teknolojisi,YÜKSEK (Farklı Alt Alan),0.4576245404779911,0.0,279,0.4,"Fen > Ziraat > Ziraat, Toprak Bilimi",Fen > Tıp > Tropik Tıp,0.1646415442228317,1.0,1,1
520405,"High-resolution temperature and precipitation variability of southwest Anatolia since 1730
CE from Lake Gölcük sedimentary records",TP-2,"Gölcük krater gölü sediman karotlarının litolojik, mikro-XRF ve radyoizotop (210Pb, 137Cs) analizleriyle son 290 yıllık sıcaklık, yağış, kurak/nemli hidroiklimsel değişimlerin ve Kuzey Atlantik Salınımı (NAO) ile atmosferik sirkülasyon etkilerinin incelendiği doğrudan bir limnoloji, paleoklimatoloji ve atmosfer bilimleri araştırmasıdır; mevcut kategorideki 'Oşinografi' etiketi krater gölü için sistemsel hatadır. Limnoloji omurgasının korunması gerekirken hidroiklimsel kayıtlar, yağış/sıcaklık dinamikleri ve atmosferik sirkülasyon boyutu için modelin ve k-NN'in isabetle önerdiği Meteoroloji ve Atmosferik Bilimler alanı ikincil etiket olarak eklenmelidir (TP-2 melez çalışma).","Limnoloji, Oşinografi, Çevre Bilimleri",Meteoroloji ve Atmosferik Bilimler,Meteoroloji ve Atmosferik Bilimler,YÜKSEK (Farklı Alt Alan),0.4568266177246873,0.8736523366252205,-1,0.5,Fen > Temel Bilimler > Limnoloji | Fen > Temel Bilimler > Oşinografi | Fen > Temel Bilimler > Çevre Bilimleri,Fen > Mühendislik > Meteoroloji ve Atmosferik Bilimler,0.1097529530525207,0.5,1,1
1403826,Crenarchaeal 3HP/4HB Karbon Fiksasyon Döngüsünden AMP Oluşturan Sentetazların Yapısal ve Silico Analizi,FP-1,"Termoasidofilik Krenarkeota (Metallosphaera sedula, Sulfolobus tokodaii) arkelerindeki 3HP/4HB karbon fiksasyon döngüsünde görev alan AMP-oluşturan Açil-KoA sentetaz enzimlerinin heterolog ekspresyonu, saflaştırılması, katalitik mekanizması ve AlphaFold 3 in silico yapısal analizlerinin incelendiği doğrudan bir biyokimya, moleküler biyoloji, enzimoloji ve mikrobiyoloji araştırmasıdır; çalışmada endüstriyel/uygulamalı kimya süreçleri bulunmayıp modelin 'Kimya, Uygulamalı' önerisi biyokimyasal ara ürün isimlerinden kaynaklanan bir model yanılgısıdır (FP-1). Mevcut 'Biyokimya ve Moleküler Biyoloji, Mikrobiyoloji' etiketleri kusursuz ve eksiksizdir.","Biyokimya ve Moleküler Biyoloji, Mikrobiyoloji","Kimya, Uygulamalı",Kimya,YÜKSEK (Farklı Alt Alan),0.4549871078822201,0.346852681912257,-1,0.5,Fen > Tıp > Biyokimya ve Moleküler Biyoloji | Fen > Tıp > Mikrobiyoloji,"Fen > Temel Bilimler > Kimya, Uygulamalı",0.1379255354404449,0.8,1,1
