embedding_row,external_id,doi,language,title
4267,1395977,10.63556/jotags.2026.1817,TUR,Sürdürülebilir Gastronomi Bağlamında Fırınlarda Ekmek İsrafı: Uygulamalar ve Çözüm Stratejileri
4268,1395979,10.12991/jrespharm.1695512,ENG,In silico analysis of tubulin self-assembly inhibition and pharmaceutical profiling of novel vinca alkaloid derivatives
4269,1395981,10.12991/jrespharm.1673440,ENG,Study of the protective efficacy of α-bisabolol in non alcoholic fatty liver disease induced by a high-fat diet  in C57BL/6 mice
4270,1395983,10.12991/jrespharm.1650089,ENG,Nanoemulsion-Based Cream of Vetiver Root (Vetiveria zizanioides) Essential Oil: Formulation and Antioxidant Efficacy
4271,1395985,10.63556/jotags.2026.1821,TUR,Profesyonel Mutfak Şeflerinin Özel Beslenme Türlerine Yönelik Bilgi Düzeylerinin ve Bu Alandaki Uygulamalarının İncelenmesi
4272,1395986,10.4274/MMJ.galenos.2026.89657,TUR,İYE Semptomları Gösteren Kadınlarda Ureoplasma ve Chlamidya: Standart Kültürün Ötesinde
4273,1395987,10.4274/MMJ.galenos.2026.82916,TUR,“Merkezi Sinir Sistemi Enfeksiyonu Şüphesi Olan Çocuklarda Beyin Omurilik Sıvısında Çoklu Polimeraz Zincir Reaksiyonu (PCR) Testinin Klinik Etkisi” Başlıklı Çalışmaya Yorum
4274,1395988,10.4274/MMJ.galenos.2026.71654,TUR,“PARP-1 rs1136410 Polimorfizmi ve Gastrointestinal Kanser Riski: Kanser Türü ve Etnik Spesifik İlişkilerin Meta Analizi” Üzerine Yorum
4275,1395989,10.18663/tjcl.1845593,TUR,Metastatik pankreas kanseri olan hastalarda GRIm skoru ile prognoz arasındaki ilişki
4276,1395990,10.4274/MMJ.galenos.2026.15098,TUR,“PARP-1 rs1136410 Polimorfizmi ve Gastrointestinal Kanser Riski: Kanser Türü ve Etnik Özelliklere Göre İlişkilerin Meta-Analizi” Başlıklı Editöre Mektuba Yanıt
4277,1395991,10.12991/jrespharm.1706294,ENG,Prioritization for Rational Use of Antirheumatic Drugs: Strategic Development for Sustainable Health Policies
4278,1395992,10.12991/jrespharm.1718624,ENG,Green Modified Graphene Oxide Nanoplatelets as Drug Adsorbents
4279,1395994,10.12991/jrespharm.1828570,ENG,"Dynamic OP–Gel–PVP Hydrogels with Tunable Network Properties for Injectable, Self-Healing, and Adhesive Biomaterial Applications"
4280,1395995,10.4274/jems.2025.27167,ENG,Container Stack Yard Optimization Using ALV Vehicles: The Case of TraPac LLC
4281,1395996,10.12991/jrespharm.1720077,ENG,The effect of clinical pharmacist-led services with one-year follow-up in patients with type 2 diabetes mellitus: a randomized controlled trial
4282,1395997,10.12991/jrespharm.1700641,ENG,The Effect of Patient Education Provided by Clinical Pharmacists in Premenopausal Female Patients with Iron Deficiency Anemia: A Randomized Controlled Trial
4283,1396006,10.63556/jotags.2026.1826,TUR,Genetik Varyasyonlar Doğrultusunda Antioksidan Odaklı Menü Planlaması: Gastronomi Temelli Bir Model
4284,1396007,10.63556/jotags.2026.1827,TUR,Kırgız Geleneksel Tatlıları: Teknolojik ve Sembolik Yönleri
4285,1396008,10.63556/jotags.2026.1828,TUR,Çölyak Hastalarına Yönelik Kişiselleştirilmiş Dijital Menü Tasarımı: Kayseri İli Örneği
4286,1396060,10.63556/jotags.2026.1829,TUR,Tamamlayıcı ve Alternatif Tıp Yöntemlerinden Müzik Terapinin Sağlık Turizmindeki Yeri
4287,1396061,10.63556/jotags.2026.1830,TUR,Türkiye’de Yayımlanan Aile Temalı Turizmle İlgili Tez ve Makalelerin Bibliyometrik Analizi
4288,1396064,10.12991/jrespharm.1637974,ENG,Gastroprotective Activity of Platycerium bifurcatum Extract from Bengkulu in Rats with Gastric Ulcer Models
4289,1396066,10.12991/jrespharm.1675547,ENG,Antioxidant and antidiabetic properties of Capparis ovata var. canescens plant extract
4290,1396067,10.12991/jrespharm.1654495,ENG,Effects of gold nanoparticles and oligonucleotide coated gold nanoparticles on oxidative stress parameters in rats
4291,1396068,10.12991/jrespharm.1693336,ENG,A novel biosensor for investigation of levofloxacin–DNA interactions: A voltammetric biosensor and docking study
4292,1396070,10.12991/jrespharm.1873927,ENG,Comparative effects of selective and non-selective sodium– glucose cotransporter inhibition on cognitive dysfunction in a rat model of type 2 diabetes
4293,1396072,10.12991/jrespharm.1878515,ENG,Wound care membranes containing storax oil (Liquidambar orientalis miller) and absorbent materials fabricated by blend electrospinning
4294,1396073,10.12991/jrespharm.1684429,ENG,"Enhancing 6-Shogaol Bioavailability via β-Cyclodextrin Inclusion Complex: Synthesis, Characterization, and Anticancer Efficacy in Breast Cancer"
4295,1396078,10.12991/jrespharm.1701142,ENG,"Antioxidant, anti-inflammatory and anti-aging effects of urolithin A on UVB-induced HaCaT cells"
4296,1396080,10.17065/huniibf.1600166,TUR,"İşsizlik, Gelir ve Çifte Vatandaşlığın Uluslararası Göç Üzerindeki Etkisi: Zamanlararası Bir Analiz"
4297,1396088,10.17065/huniibf.1670088,TUR,Algılanan Fazla Niteliklilik ve Destekleyici Ses Davranışı: Göreli Yoksunluk ve Grup Dinamiklerini Kavramak
4298,1396090,10.12991/jrespharm.1802902,ENG,Assessing the effect of indigo naturalis on periodontal ligament fibroblast viability: A pilot in vitro study
4299,1396093,10.54365/adyumbd.1757010,TUR,Gerçek Zamanlı Şantiye Kameralarından YOLO Mimarisi ile Otomatik Kask Algılama Sistemi
4300,1396111,10.4274/haseki.galenos.2026.50479,ENG,Evaluation of the Accuracy of ChatGPT-generated Information on Human Papillomavirus: A Physician-based Assessment Study
4301,1396112,,TUR,KAMUSAL SAĞLIK SİSTEMLERİNİN DÖNÜŞÜMÜ: 1980’DEN GÜNÜMÜZE KÜRESEL BİR BAKIŞ
4302,1396113,10.4274/haseki.galenos.2026.97269,ENG,"Perioperative Effects of Epidural Anesthesia on Hemodynamics, Pain, and Pro-brain Natriuretic Peptide Levels in Vascular Surgery: A Prospective Randomized Study"
4303,1396114,,TUR,TÜRKİYE'DE KAMU HASTANELERİNİN İDARİ VE MALİ DÖNÜŞÜMÜ
4304,1396115,10.4274/haseki.galenos.2026.91885,ENG,Prognostic Performance of the PATHOS Score Compared with CURB-65 and A-DROP in Emergency Department Patients with Community-acquired Pneumonia
4305,1396120,10.4274/eajem.galenos.2026.72677,ENG,Machine Learning vs. Conventional Statistics in Predicting Medical Outcomes: A Comparative Performance Analysis Using a Viral Disease Dataset
4306,1396121,10.4274/haseki.galenos.2026.96967,ENG,Association Between Prognostic Nutritional Index and Major Amputation in Patients with Diabetic Foot Ulcers
4307,1396124,10.4274/eajem.galenos.2026.98957,ENG,Investigation of the Effect of Laparoscopic Nissen Fundoplication on Sleep Quality: A Pilot Exploratory Study
4308,1396125,10.4274/haseki.galenos.2026.96158,ENG,Association Between Thyroid Nodules and Thyroid Cancer Risk in Graves’ Disease: A Surgical Cohort from an Iodine-deficient Region
4309,1396126,,TUR,KAMU HİZMETLERİ VE KAMU HİZMETLERİNİN DÖNÜŞÜMÜ İLE İLGİLİ SORULAR VE YANITLAR
4310,1396127,10.4274/eajem.galenos.2026.17999,ENG,The Value of Bedside Tests in Differentiating Peripheral and Central Vertigo in the ED
4311,1396128,10.4274/haseki.galenos.2026.64936,ENG,Predictors of Postoperative Sepsis after Percutaneous Nephrostomy for Stone-related Urinary Tract Obstruction: A Tertiary Referral Center Experience
4312,1396131,,TUR,TÜRKİYE’DE KAMU HASTANELERİNİN DÖNÜŞÜMÜ
4313,1396132,10.12991/jrespharm.1711372,ENG,Cannabidiol mitigates cognitive impairment from LPSinduced neuroinflammation in mice
4314,1396134,10.4274/haseki.galenos.2026.60352,ENG,"Association Between Sarcopenia Risk, Disease Severity, and Functional Mobility in Parkinson's Disease:  A Cross-Sectional Study"
4315,1396135,,TUR,TARİHİ BİR DÜNYA TABİPLER BİRLİĞİ GENEL KURULU TOPLANTISININ ARDINDAN
4316,1396137,10.12991/jrespharm.1909318,ENG,In silico and animal model study of Cissus quadrangularis stem ethanolic extract for unpredictable spontaneous stress
4317,1396138,10.12991/jrespharm.1677318,ENG,Velvet bean (Mucuna pruriens L. (DC.)) leaf ointment: candidate for standardized natural anti-inflammatory drug ingredients based on local wisdom
4318,1396139,10.12991/jrespharm.1909321,ENG,In-vivo examination of nasal-to-brain administration for delivering rhodamine B nanospanlastic for fluorescent vesicle imaging
4319,1396140,10.4274/raed.galenos.2025.04127,TUR,“Psout”: Psoriatik artrit ve gut hastalığının klinik kesişimi
4320,1396141,10.12991/jrespharm.1719240,ENG,"Antioxidant, antiproliferative and antimicrobial activities of three lichens: Ramalina fastigiata, Xanthoria parietina, Aspicilia intermutans"
4321,1396142,10.12991/jrespharm.1855148,ENG,Investigation of antimicrobial and antioxidant activities of Achillea setacea Waldst. et Kit. extracts and extract loaded gel formulation
4322,1396145,10.12991/jrespharm.1909866,ENG,Effect of ethanol extract of Lycoperdon lividum on burn injury induced in rat model
4323,1396146,10.4274/raed.galenos.2026.17894,TUR,Pediatrik FMF hastalarında erizipel benzeri eritem: Klinik ve genetik ayrımlar
4324,1396147,10.5505/TurkHijyen.2026.33716,TUR,Meram ilçesindeki okullarda iç ortam hava kalitesinin değerlendirilmesi ve ilişkili faktörlerin belirlenmesi
4325,1396148,10.4274/raed.galenos.2025.91300,TUR,Ailevi Akdeniz ateşi hastalarının takipten çıkma nedenleri ve hastaların klinik özellikleri
4326,1396149,10.5505/TurkHijyen.2026.97253,TUR,Kastamonu ili sokak köpeklerinde gastrointestinal helmintlerin araştırılması ve zoonotik önemi
4327,1396150,10.4274/raed.galenos.2025.18291,TUR,"Ankilozan spondilitli türk hastalarda laboratuvar, klinik ve fonksiyonel sonuçlarda cinsiyet ve yaşa bağlı farklılıklar: Kesitsel, tek merkezli bir çalışma"
4328,1396151,10.4274/raed.galenos.2026.26234,TUR,Polimiyaljiya romatika hastalarında subklinik ateroskleroz ve ilişkili sitokinler
4329,1396152,10.5505/TurkHijyen.2026.40359,TUR,"Enerji yoksulluğu, kişi başı gelir ve covid-19’un Sahra Altı Afrika’da yaşam beklentisi üzerindeki etkisi"
4330,1396153,10.4274/raed.galenos.2026.29484,TUR,Romatolojik hastalarla çalışan hekimlerin fizyoterapi ve rehabilitasyon farkındalığının değerlendirilmesi: Türkiye örneği
4331,1396154,10.5505/TurkHijyen.2026.32396,TUR,Dikmen vadisinde trematodlara ara konaklık yapan  yumuşakçaların araştırılması
4332,1396155,10.4274/raed.galenos.2026.96977,TUR,Takayasu arteritinde biyolojik tedavi belirleyicileri ve cinsiyete dayalı klinik özellikler: Batı Türkiye’den tek merkezli bir kohort çalışması
4333,1396156,10.5505/TurkHijyen.2026.79477,TUR,Türkiye’de yüzme suyu kalitesi izleme çalışmaları
4334,1396157,10.4274/raed.galenos.2025.85570,TUR,Çoklu biyolojik yolakların kullanıldığı tedavi dirençli spondiloartrit hastalarının klinik özellikleri
4335,1396158,10.5505/TurkHijyen.2026.73549,TUR,Erken uyarı cevap sistemi niçin gerekli?
4336,1396160,10.5505/TurkHijyen.2026.63373,TUR,Gezegensel sağlık perspektifinde aile hekimliği: Birinci basamak sağlık hizmetleri için bütüncül ve sürdürülebilir yaklaşımlar
4337,1396163,10.4274/raed.galenos.2026.74046,TUR,Çocukluk çağı başlangıçlı sistemik lupus eritematozusta klinik heterojenite: Tek üçüncü basamak merkez deneyimi
4338,1396164,10.4274/raed.galenos.2026.92905,TUR,Kardiyak amiloidoz ile non-amiloid enflamatuvar ve fibrotik kardiyak tutulumda kardiyak MRG paternleri: Tek merkezli pilot çalışma
4339,1396165,10.4274/raed.galenos.2026.75437,TUR,Radyografik aksiyel spondiloartritte sakroiliak eklem ankilozunun klinik ve radyolojik sonuçları
4340,1396166,10.4274/raed.galenos.2026.43255,TUR,Sistemik lupus eritematozus hastalarında mortalite risk faktörlerinin 20 yıllık retrospektif analizi: Tek merkezli kohort ve hastalar arasında değişken bireysel izlem süreleri
4341,1396167,10.5505/TurkHijyen.2026.65031,TUR,Teobrominin mesane kanseri hücre hatlarında sitotoksik etkisinin değerlendirilmesi: IC50 değerlerinin adım adım RStudio kullanarak belirlenmesi
4342,1396169,10.4274/raed.galenos.2026.25238,TUR,"COVID-19 sonrası gelişen akut gut artriti: Enfeksiyona mı sekonder, tedaviye mi sekonder?"
4343,1396170,,TUR,"Astrosit-Nöron Karışık Kültürlerinin Faz-Kontrast Görüntülerinde Evrişimsel Sinir Ağları Ile Otomatik Hücre Gövdesi Bölütlenmesi Ve Morfoloji Analizi, Aksonal Hasarın Astrositler Üzerindeki Etkisinin Dinamik Olarak Ölçülmesi"
4344,1396175,10.48146/odusobiad.1832352,TUR,Türkiye’de yükseköğretimin uluslararasılaşma politikasının ekolojik haritalanması: Yükseköğretim Kurulu’nun politika söylemi
4345,1396177,10.48146/odusobiad.1810064,TUR,Sosyal Temsiller Kuramı   perspektifinden çocuk kitaplarında engelliliğin görsel temsiline bir bakış
4346,1396179,10.48146/odusobiad.1729185,TUR,Vatanseverlik bilincinin gönüllü vergi uyumuna etkisi
4347,1396180,10.48146/odusobiad.1725806,TUR,Annelerin çocuklarında sosyal değerlerin ve prososyal davranışların gelişimi hakkındaki deneyimleri
4348,1396185,10.35675/befdergi.1677658,TUR,“Eleştirel Eğitim Felsefesi Dünyayı Değiştirebilir Mi?”  Freire Bağlamında Bir Tartışma
4349,1396186,10.35675/befdergi.1679077,TUR,Piyanoda Nüans Terimlerinin Öğretilmesinde Ön Dinleme ve Anlamlandırma Yaklaşımlarının Etkisi
4350,1396202,10.35675/befdergi.1677972,TUR,Kültürel Bir Bakış Açısıyla Matematik: Sistematik Derleme Makalesi
4351,1396204,10.37990/medr.1744918,TUR,Nazofaringeal Karsinomda Radyoterapi Sonrasi Kraniyofasiyal Kas Değişikliklerinin Longitudinal Manyetik Rezonans Görüntüleme Değerlendirmesi
4352,1396205,10.37990/medr.1745468,TUR,Taşın Ötesinde: Acil Serviste Renal Kolik İçin Kontrastsız Bilgisayarlı Tomografinin Tanısal Değeri
4353,1396206,10.37990/medr.1746716,TUR,"İlk Muayenede Hastaların Konuşma Süreleri: Endodonti ve Ağız, Diş ve Çene Cerrahisi Kliniklerinin Karşılaştırmalı Analizi"
4354,1396208,10.37990/medr.1749225,TUR,Akut Solunum Yolu Enfeksiyonu Olan Hastalarda Etkenlerin Sendromik Panel ile Araştırılması
4355,1396209,10.37990/medr.1752303,TUR,Hipofiz Adenomlarında Endoskopik ve Mikroskopik Transsfenoidal Cerrahi Arasındaki Postoperatif Sonuçların Karşılaştırmalı Analizi
4356,1396210,10.37990/medr.1752332,TUR,Erken Evre Diz Osteoartritinde Trombositten Zengin Plazmanın (Prp) Fiziksel Fonksiyon ve Performansa Etkileri
4357,1396211,10.37990/medr.1752520,TUR,Diş Hekimliği Uygulamalarında Tele-Diş Hekimliği: Bir Derleme
4358,1396212,10.37990/medr.1756154,TUR,Anatomi Eğitiminde Boyama Etkinliğinin Öğrenmeye Katkısı
4359,1396213,10.37990/medr.1763343,TUR,Helichrysum arenarium (L.) Moench Ekstraktlarının Çözücü Bağlı Antioksidan Profilleri: İn Vitro Karşılaştırmalı Değerlendirmesi
4360,1396214,10.37990/medr.1764330,TUR,Kronik Böbrek Hastalığında Hemodiyalizin Vücut Sıvı Dağılımı ve Faz Açısı Üzerine Etkisi: Kesitsel Bir Çalışmadan Elde Edilen Bulgular
4361,1396268,10.35674/kent.1848789,TUR,Şili’de Neoliberalizmin Neden Olduğu Yoksulluk ve Yoksulluğun Görünümü
4362,1396269,10.35674/kent.1820907,TUR,Neolitik Çağ’da Tahıl Üretiminin Nüfus Artışındaki Etkisi
4363,1396270,10.35674/kent.1793288,TUR,Gaziantep’te Kent İmgesi ve Kültür Ekonomisi: Çingene Kızı Mozaiği
4364,1396271,10.35674/kent.1776054,TUR,Tarihsel Süreçte Kamusal Alanlar Üzerinden Morfolojik Değişim: Düzce Kent Merkezi İstanbul Caddesi Örneği
4365,1396273,10.35674/kent.1770569,TUR,Neoliberal Dönüşümün Kent Sokaklarına Yansıması:  Yeni Türk Sinemasında Prekarya Estetiğini ve Görünmeyen Emeği Görebilmek
4366,1396277,10.35674/kent.1762962,TUR,"Yerel Medya Yöneticilerinin Perspektifinden Dezenformasyonla Mücadele: Deneyimler, Engeller ve Öneriler"
4367,1396279,10.35674/kent.1757796,TUR,Kentsel Lojistik Operasyonlarında Elektromobilite: Fırsatlar ve Zorluklar
4368,1396281,10.35674/kent.1744339,TUR,İş Sağlığı ve Güvenliğinde Yapay Zekâ Tabanlı Öngörücü Güvenlik İçin Stratejik Karar Verme: Bulanık FBWM–MARCOS Modeli
4369,1396282,10.35674/kent.1735525,TUR,Çorum Kargı’daki Osmanlı Hamamı’nın Mimari ve Sanatsal Açıdan Değerlendirilmesi
4370,1396283,10.35674/kent.1732191,TUR,Kısa Süreli Konut Kiralama Düzenlemeleri: İstanbul Üzerinden Bir Okuma
4371,1396284,10.35674/kent.1750355,TUR,McLuhan’ı Hatırlamak: Dijital Kapitalizm Çağında Netflix ve Dijital Platformların Tahakkümü
4372,1396287,10.35674/kent.1717988,TUR,Müze Temalı Çocuk Kitaplarının Kültür Aktarımı ve Mekân Deneyimi Bağlamında İncelenmesi
4373,1396289,10.35674/kent.1711082,TUR,İnşaat Firmalarında ISO 9000 Sertifikasyonu: Kıyaslamalı İçerik Analiziyle 2002’den 2025’e Bir Değerlendirme
4374,1396290,10.35674/kent.1705865,TUR,Kitlesel Etkinliklerde Kalabalık Yönetimi Stratejileri:  Teorik ve Pratik Yaklaşımlar
4375,1396291,10.35674/kent.1687672,TUR,"Kent Kimliği, Hafıza ve Mekân: Samsun Yabancılar (Rus) Pazarı Örneği"
4376,1396293,10.35674/kent.1681393,TUR,"Yapay Zeka, Mimarlık ve Kentsel Sürdürülebilirlik: Spekülatif Tasarım Yaklaşımıyla Sistematik Bir İnceleme"
4377,1396294,10.35674/kent.1670994,TUR,“Ben Gönen’de Doğdum”: Kültürel Hafıza ve Edebiyat Turizmi Bağlamında Ömer Seyfettin Anı Evi
4378,1396295,10.35674/kent.1669862,TUR,Akıllı Şehirlerde Yapay Zeka Araştırmaları: Bibliyometrik Bir İnceleme
4379,1396296,10.35674/kent.1659226,TUR,Pergamon Antik Kenti Ziyaretçi Deneyimlerini Üzerine Bir Araştırma
4380,1396297,10.35674/kent.1653512,TUR,Kentsel Hafızada Mimari Bir İz: Adapazarı İslam Ticaret Bankası
4381,1396298,10.35674/kent.1650340,TUR,OECD Ülkelerinin Endüstri 4.0’a Hazırlık Düzeylerinin Entropi Tabanlı MAIRCA ve MARCOS Yöntemleri ile Değerlendirilmesi
4382,1396300,10.62425/jlasp.1872034,ENG,Enhancing Experimental Rigor and Reproducibility in Laboratory Animal Research on the Gut-Brain-Immune Axis
4383,1396338,10.54307/2026.NWMJ.228,ENG,Sexual dysfunction in vertigo patients: a clinical assessment using Arizona Sexual Experiences Scale
4384,1396339,10.54307/2026.NWMJ.225,ENG,Changes in hematological and micronutrient parameters and their relationship with glycemic control in pediatric patients with type 1 diabetes
4385,1396340,10.54307/2025.NWMJ.200,ENG,Benign laryngeal lesions: review of 329 cases in a single center
4386,1396341,10.54307/2026.NWMJ.182,ENG,Evaluation of the accuracy of ChatGPT-generated information in the field of general audiology
4387,1396342,10.54307/2026.NWMJ.173,ENG,"Evaluation of the efficacy and safety of bipolar cauterization of the orbicularis oculi muscle for the purpose of reshaping: A retrospective, controlled, clinical study"
4388,1396343,10.54307/2025.NWMJ.167,ENG,Testing of novel CpG chromatin fragments as UCOE candidates for improved gene therapy vectors
4389,1396344,10.54307/2026.NWMJ.161,ENG,A rare clinical presentation of lumbosacral radiculopathy: Denervation pseudohypertrophy of bilateral calf muscles
4390,1396345,10.54307/2026.NWMJ.149,ENG,Mechanical thrombectomy in acute ischaemic stroke: 1 year stroke centre experience
4391,1396347,10.54307/NWMJ.2026.126,ENG,Comparison of I-gel insertion using propofol-fentanyl vs propofol-dexmedetomidine in pediatric day surgery
4392,1396355,10.18498/amailad.1840105,TUR,"Ses, Hafıza ve Metin: Süheyl Ünver’in Osmanlı Hafızlarımız Eseri Üzerine Bir İnceleme"
4393,1396366,10.34233/jpr.1833638,ENG,Effect of Eggshell Colour on Incubation Performance in Broiler Breeders
4394,1396367,10.29050/harranziraat.1804560,TUR,"Fenotipik ilişkiler, yüksek verim ve dökülmeye dayanıklılığa sahip susam genotiplerini ortaya koyar"
4395,1396368,10.29050/harranziraat.1713103,TUR,Chondrus crispus müsilajı kullanılarak tavuk sucuğun kalitesinin iyileştirilmesi
4396,1396369,10.29050/harranziraat.1728289,TUR,"Patates kabukları ilavesiyle zenginleştirilmiş muffin keklerin: fiziksel, kimyasal, tekstürel ve duyusal özellikleri"
4397,1396370,10.29050/harranziraat.1772316,TUR,"Diyarbakır, Şanlıurfa ve Mardin illerindeki mercimek tarlalarında yaprakbitlerinin (Hemiptera: Aphididae), parazitoitlerinin ve predatörlerinin tespiti"
4398,1396371,10.29050/harranziraat.1817517,TUR,Kilis Antep fıstığı bahçelerinde Kermania pistaciella Amsel (Lepidoptera: Tineidae)’nın mevsimsel popülasyon dalgalanması ve bulaşma durumu
4399,1396372,10.29050/harranziraat.1825120,TUR,"Göç, arazi kullanımı ve tarımsal istihdam ticareti Türkiye'nin ekonomik dönüşümünden kanıtlar"
4400,1396374,10.29050/harranziraat.1854010,TUR,Ziraat fakültesi öğrencilerinin sürdürülebilir beslenme ve sürdürülebilir tarım bilgi düzeylerinin değerlendirilmesi
4401,1396375,10.29050/harranziraat.1824932,TUR,Cordyceps militaris (L.) Fr. Türk izolatlarının melezlenmesi: yetiştirme teknikleri ve biyolojik etkinlik analizi
4402,1396376,10.29050/harranziraat.1874075,TUR,"Farklı un türleri kullanılarak üretilen tarhanaların histamin miktarının, fizikokimyasal, mikrobiyolojik özelliklerinin incelenmesi ve duyusal analizi"
4403,1396377,10.29050/harranziraat.1804423,TUR,Farklı oranlarda şeftali posası ile zenginleştirilmiş bitki bazlı fermente yoğurt benzeri ürünlerin kalite ve biyokimyasal özelliklerinin değerlendirilmesi
4404,1396378,10.29050/harranziraat.1814460,TUR,Pişmiş ve çiğ üzüm suyunda polifenollerin ve organik asitlerin depolama stabilitesi
4405,1396387,10.34233/jpr.1850325,ENG,The Effect of Non-Genetic Parameters on Sex Determination Running Title: Gender Determination by Shell Quality Characteristics
4406,1396396,10.34233/jpr.1684012,ENG,Assessment of Physicochemical Properties and Microbial Quality of Water on Broiler Farms in Bosnia and Herzegovina
4407,1396399,10.5152/NeuropsychiatricInvest.2026.25079,ENG,Folinic Acid Supplementation in Autism Spectrum Disorder: Mitigating Safety Concerns Amid Rising Off-Label Use
4408,1396432,10.34233/jpr.1684062,ENG,Seasonal Impacts on Thermal Comfort and Growth Performance of Broilers in Commercial Conditions
4409,1396448,10.34233/jpr.1684100,ENG,"Blue-Breasted Quail (Synoicus chinensis): Characteristics, Breeding Techniques and Research"
4410,1396450,10.17343/sdutfd.1747150,TUR,Association Between Emergency Department Mean Platelet Volume and Angiographic Severity in Unstable Angina: A Prognostic Study
4411,1396452,10.17343/sdutfd.1736409,TUR,The COVID-19 Pandemic’s Effect on Dental Students’ Attitude and Habits About Oral Hygiene
4412,1396454,10.17343/sdutfd.1696096,TUR,An Analysis of Burnout and Associated Variables Among Pathologists Working in Türkiye
4413,1396455,10.17343/sdutfd.1817428,TUR,The Pantothenic Acid Derivative Dexpanthenol Attenuates Liver Injury Induced by Lung Ischemia- Reperfusion Through Its Anti-Inflammatory Effect
4414,1396456,10.17343/sdutfd.1823021,ENG,"Sociodemographic and Autopsy Findings in Hanging-Related Deaths: Evidence from Isparta, Türkiye"
4415,1396459,10.17343/sdutfd.1767002,ENG,Dynamic Thiol/Disulfide Homeostasis as a Complementary Oxidative Stress Marker Across Albuminuria Stages in Type 2 Diabetes Mellitus
4416,1396460,10.17343/sdutfd.1839335,ENG,The Role of Flupyradifuron in Inducing Apoptosis in HMC3 Cells: An In Vitro Analysis
4417,1396462,10.17343/sdutfd.1740780,ENG,Routine Viral and Autoimmune Tests in Intrahepatic Cholestasis of Pregnancy: Are They Really Necessary?
4418,1396465,10.17343/sdutfd.1628367,TUR,"The Relationship of Leptin, Obesity, and Exercise: A Systematic Review"
4419,1396466,10.52995/jass.1756564,TUR,Fermatean bulanık ortamda çok kriterli karar analizi: Yangın söndürme uçak tipi seçimi üzerine bir araştırma
4420,1396467,10.52995/jass.1818893,TUR,Toplumsal cinsiyet perspektifinden havacılıkta yer hizmetleri: Kadın çalışanların mesleki deneyimleri üzerine nitel bir çalışma
4421,1396468,10.52995/jass.1766305,TUR,Havacılıkta bulut teknolojisi:  Uçuş kayıtlarının dijitalleşmesi ve Ek 13’ün yasal kapasitesi
4422,1396469,10.52995/jass.1795274,TUR,İş-yaşam dengesinin işe angaje olmaya etkisinde psikolojik sermayenin aracı rolü:  Havacılık sektöründe kadın çalışanlar üzerine bir araştırma
4423,1396471,10.52995/jass.1797012,TUR,Havacılık sektöründe yapay zekâ: Pilot deneyimlerine yönelik nitel bir araştırma
4424,1396472,10.52995/jass.1787975,TUR,Hava trafik kontrolörlerinde tükenmişliğe çok boyutlu bir bakış
4425,1396474,10.52995/jass.1780492,TUR,Pilot eğitiminde simülatör kullanımının emniyet ve maliyet açısından incelenmesi
4426,1396478,10.11611/yead.1748800,TUR,SOSYAL HİZMET ÖĞRENCİLERİNİN YAPAY ZEKAYA DAİR ALGILARI: BİR FENOMENOLOJİK ÇALIŞMA
4427,1396485,10.11611/yead.1779677,TUR,"ELEŞTİRİ VE MUHAFAZAKARLIK ARASINDA: ELTON MAYO'NUN YÖNTEMİ, SİYASİ DÜŞÜNCESİ VE YÖNETİME YAKLAŞIMI"
4428,1396490,10.11611/yead.1789196,TUR,TEDARİK ZİNCİRİ RİSK YÖNETİMİNDE DÜŞÜK KODLU YAPAY ZEKANIN BENİMSENMESİ: BİBLİYOMETRİK KANITLARLA BİR TEKNOLOJİ YÖNETİMİ PERSPEKTİFİ
4429,1396493,10.11611/yead.1772859,ENG,BRIDGING THE DIGITAL DIVIDE IN TÜRKIYE: STRATEGIC MANAGEMENT PERSPECTIVES ON ICT ADOPTION (2004–2023)
4430,1396495,10.11611/yead.1837893,TUR,KÜLTÜREL MİRASIN KORUNMASINDA İL YÖNETİMLERİNİN ETKİNLİĞİ: MALAZGİRT VE AHLAT İLÇE VALİLİKLERİ ÖRNEĞİ
4431,1396543,10.58559/ijes.1879510,ENG,"Early phase behavior of steam line break accidents in the VVER-1200 reactor: Effect of break location, AC power loss, and break size"
4432,1396544,10.58559/ijes.1807712,ENG,"Comparative assessment of dewatered sewage sludge combustion and biogas production: Environmental, economic and energy considerations"
4433,1396550,10.58559/ijes.1829911,ENG,Numerical assessment of thermohydraulic performance in pipes with different arrangements of delta winglet pairs via the GEKO turbulence model
4434,1396551,10.58559/ijes.1830471,ENG,"Design, simulation, and comparative evaluation of charging strategies for electric vehicles"
4435,1396554,10.58559/ijes.1837526,ENG,Electrical and thermal characterization of lead-free Sn-Zn-Cu solder alloys
4436,1396558,10.58559/ijes.1861704,ENG,Effect of concave and convex side-wall curvature on natural convective heat transfer in trapezoidal enclosures
4437,1396559,10.58559/ijes.1749556,ENG,Evaluating passive design measures for residential energy efficiency: A parametric climate-based comparison between London (heating-dominated) and Dubai (cooling-dominated)
4438,1396561,10.58559/ijes.1783054,ENG,Benefits of dietary diversity for energy conservation and food security
4439,1396562,10.58559/ijes.1815151,ENG,IoT-driven anomaly detection in smart grids using multimodal deep learning models
4440,1396563,10.58559/ijes.1830508,ENG,Wall-mounted split air conditioner fault diagnosis and service procedures training set
